,rows,cols,min_nnz_row,row_var,col_var,diag_var,nnz,frob_norm,symm_frob_norm,antisymm_frob_norm,one_norm,inf_norm,symm_inf_norm,antisymm_inf_norm,max_nnz_row,trace,abs_trace,min_nnz_row,avg_nnz_row,dummy_rows,dummy_rows_kind,num_value_symm_1,nnz_pattern_symm_1,num_value_symm_2,nnz_pattern_symm_2,row_diag_dom,col_diag_dom,diag_avg,diag_sign,diag_nnz,lower_bw,upper_bw,row_log_val_spread,col_log_val_spread,symm,matrix,matrix_id
24,3268,3268,1,1.1322699670405629e+21,1.9057499737175401e+21,0.07627280056476593,20963,2805639938048.0,1983879970816.0,1983879970816.0,3670639902720.0,1924190044160.0,1835319951360.0,1835319951360.0,73,-15.780699729919434,15.780699729919434,1,6,0,0,0,0,0.5,8.138620333220103e-11,0,0,0.004828860051929951,-1,2,3008,2941,113.33999633789062,111.08000183105469,0,bayer07.mtx,-9220398378778986880
25,16955,16955,1,0.014493600465357304,0.0001179590035462752,2.9126100344001316e-05,37849,170.41200256347656,151.64999389648438,77.73259735107422,2.0,279.3479919433594,140.41200256347656,139.41200256347656,336,16953.5,16953.5,1,2,12090,1,0,0,0.7746840119361877,0.5493680238723755,0,0,0.9999139904975891,2,16955,16917,16871,4.0,4.0,0,poli3.mtx,5589165627329254470
26,1,1,1,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,1,1,0,1,1,1.0,1.0,2,2,1.0,2,1,0,0,0.0,0.0,1,bayer10_b.mtx,7931573722526867494
27,13436,13436,1,14885.400390625,7444.419921875,6.036499655692751e-08,71594,51148.5,36167.5,36167.5,10193.7001953125,20000.0,10053.599609375,10053.599609375,24,0.024720000103116035,0.04472000151872635,1,5,0,0,0,0,0.5000119805335999,2.4527400455554016e-05,0,0,3.3283699849562254e-06,3,3,11773,13435,69.9385986328125,69.9385986328125,0,bayer10.mtx,-6472350556156066994
28,20545,20545,1,555882987388928.0,555878994411520.0,0.0,85537,7541859840.0,5332899840.0,5332899840.0,3379670016.0,3388250112.0,1694130048.0,1694130048.0,30,0.0,0.0,1,4,0,0,0,0,0.5,2.3223300019137305e-11,0,0,0.0,0,0,20446,20544,257.1910095214844,255.4040069580078,0,bayer04.mtx,-7309986263285849987
29,1,1,1,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,1,1,0,1,1,1.0,1.0,2,2,1.0,2,1,0,0,0.0,0.0,1,bayer04_b.mtx,3436031720737404110
30,87,87,1,14651800.0,7136470.0,46.800899505615234,232,48484.30078125,34283.6015625,34283.6015625,25210.900390625,53071.8984375,26536.400390625,26536.400390625,8,-65.61180114746094,65.61180114746094,1,2,0,0,0,0,0.5002170205116272,0.0004337459977250546,0,0,0.7541589736938477,-1,4,77,86,22.107500076293945,20.630300521850586,0,d_dyn1.mtx,1732768734166564229
31,68902,68902,2,28948.30078125,28948.30078125,294159.0,375558,153412.0,153412.0,4.4253800297155976e-05,44663.30078125,44663.30078125,44663.30078125,2.97354995382193e-06,34,4301770.0,4301770.0,2,5,0,0,0,0,1.0,1.0,0,0,62.43320083618164,2,68902,67086,67086,18.16349983215332,18.16349983215332,0,bcircuit.mtx,3860563228201889161
32,4960,4960,2,4.82110976918193e-07,4.82110976918193e-07,6.858460255898535e-05,19848,1.5679399967193604,1.5679399967193604,0.002616320038214326,0.08413989841938019,0.08372949808835983,0.08378159999847412,0.0003919480077456683,15,82.1760025024414,82.1760025024414,2,4,0,0,0,0,0.9996179938316345,0.999235987663269,0,0,0.01656769961118698,2,4960,4029,4029,37.70429992675781,37.70429992675781,0,add32.mtx,96834237509719510
33,170998,170998,1,3699.110107421875,3699.110107421875,102774.0,958936,184134.0,184134.0,4.675149917602539,43935.0,43935.0,43935.0,0.5199999809265137,353,10048000.0,10048000.0,1,5,1,1,0,0,0.9999989867210388,0.9999979734420776,0,0,58.76070022583008,1,170914,170976,170975,16.634199142456055,16.634199142456055,0,scircuit.mtx,2351757758055966604
34,105676,105676,1,0.027436500415205956,0.027436500415205956,9.476949691772461,513072,1245.8900146484375,1245.8900146484375,3.4650700092315674,88.1792984008789,88.1792984008789,88.1792984008789,0.5,1399,48972.69921875,48972.69921875,1,4,0,0,0,0,0.9998149871826172,0.999629020690918,0,0,0.4634230136871338,1,105628,105663,105662,24.508399963378906,24.508399963378906,0,hcircuit.mtx,7161971223114992074
35,2395,2395,2,0.00014703199849464,0.00014703199849464,0.009892299771308899,13151,10.414799690246582,10.414799690246582,0.0014266499783843756,0.9958959817886353,0.9959009885787964,0.9958990216255188,0.0006127660162746906,84,335.64599609375,335.64599609375,2,5,0,0,0,0,0.999987006187439,0.9999740123748779,0,0,0.1401440054178238,2,2395,2313,2313,12.066800117492676,12.066800117492676,0,add20.mtx,-5997944013944904846
36,17758,17758,1,0.0001186500012408942,0.0001186500012408942,0.0017365800449624658,99147,7.608739852905273,7.608729839324951,0.004176110029220581,2.8191699981689453,2.8191699981689453,2.8191699981689453,0.005575200077146292,353,457.13800048828125,457.13800048828125,1,5,0,0,0,0,0.999642014503479,0.9992830157279968,0,0,0.025742599740624428,2,17758,17751,17751,25.865100860595703,25.865100860595703,0,memplus.mtx,-3738985256057066761
37,10938,10938,2,8.751510024724939e+19,8.751510024724939e+19,89395.203125,130500,3574149939200.0,2527310118912.0,2527310118912.0,1348410015744.0,1348410015744.0,674205990912.0,674205990912.0,19,1331790.0,1331790.0,2,11,0,0,0,0,0.5,2.284009958941624e-08,0,0,121.75800323486328,2,10938,10905,7310,28.34160041809082,36.15449905395508,0,igbt3.mtx,4963412197580465520
38,18588,18588,3,5.863809860138697e+20,5.863809860138697e+20,56978.5,237130,15325200384000.0,10836500283392.0,10836500283392.0,5276560261120.0,5276560261120.0,2638280130560.0,2638280130560.0,23,2049280.0,2049280.0,3,12,0,0,0,0,0.5,1.330279975064741e-08,0,0,110.24800109863281,2,18588,18557,12394,29.62299919128418,38.6072998046875,0,nmos3.mtx,734494568212770823
39,261,261,3,1567100.0,1520930.0,3059.030029296875,2319,28967.0,20495.69921875,20469.80078125,20004.0,24375.0,12541.7001953125,11833.2998046875,261,1624.7900390625,1626.7900390625,3,8,0,0,0,0,0.5222910046577454,0.0445811003446579,0,0,6.23291015625,3,261,4,260,17.189800262451172,17.189800262451172,0,Chebyshev1.mtx,7637609924367962725
40,4101,4101,3,992185984.0,974896000.0,1373000.0,36879,2887780.0,2042880.0,2041050.0,2000000.0,2353130.0,1206350.0,1146770.0,4101,128750.0,128752.0,3,8,0,0,0,0,0.5183010101318359,0.03660289943218231,0,0,31.39539909362793,3,4101,4,4100,26.874300003051758,26.874300003051758,0,Chebyshev3.mtx,5699585389308546938
41,2053,2053,3,200131.0,194647.0,393.1969909667969,18447,28967.0,20495.69921875,20469.80078125,20004.0,24375.0,12541.7001953125,11833.2998046875,2053,1626.0899658203125,1628.0899658203125,3,8,0,0,0,0,0.5223129987716675,0.04462679848074913,0,0,0.7930279970169067,3,2053,4,2052,24.46269989013672,24.46269989013672,0,Chebyshev2.mtx,8923981499347316791
42,9,9,5,0.04164990037679672,0.04661550000309944,0.029840899631381035,49,1.8822599649429321,1.865880012512207,0.24780599772930145,1.0,1.25,1.125,0.25,6,5.0,5.0,5,5,0,0,0,0,0.9259260296821594,0.8518519997596741,0,0,0.5555559992790222,2,9,7,7,1.4258099794387817,1.4258099794387817,0,cage4.mtx,-3905046332756476507
43,3534,3534,3,0.00023319800675380975,0.0002305959933437407,0.014199499972164631,41594,40.046199798583984,39.965301513671875,2.5435900688171387,1.0,1.425860047340393,1.2129299640655518,0.3268429934978485,23,2304.669921875,2304.669921875,3,11,0,0,0,0,0.9460179805755615,0.8920360207557678,0,0,0.6521409749984741,2,3534,1719,1719,1.7779899835586548,1.7779899835586548,0,cage9.mtx,1084678511878698885
44,5,5,3,0.03174649924039841,0.05512300133705139,0.02564059942960739,19,1.3703700304031372,1.3171499967575073,0.3781900107860565,1.0,2.0,1.5,0.5,5,2.333329916000366,2.333329916000366,3,3,0,0,0,0,0.874455988407135,0.7489110231399536,0,0,0.4666669964790344,2,5,4,4,1.3008699417114258,1.3008699417114258,0,cage3.mtx,-803279390439683848
45,1015,1015,5,0.0007919429917819798,0.0007774729747325182,0.015495399944484234,11003,21.26020050048828,21.216400146484375,1.3635900020599365,1.0,1.3333300352096558,1.1666699647903442,0.25,18,653.0,653.0,5,10,0,0,0,0,0.9455879926681519,0.8911769986152649,0,0,0.6433500051498413,2,1015,420,420,1.7268400192260742,1.7268400192260742,0,cage8.mtx,-6847664512012962880
46,340,340,3,0.0022817000281065702,0.0022430599201470613,0.018503999337553978,3084,12.140999794006348,12.093700408935547,1.070739984512329,1.0,1.5071200132369995,1.253559947013855,0.32261499762535095,16,213.0,213.0,3,9,0,0,0,0,0.9365379810333252,0.8730769753456116,0,0,0.6264709830284119,2,340,147,147,1.6688499450683594,1.6688499450683594,0,cage7.mtx,7654783969971580910
47,11397,11397,5,7.36955989850685e-05,7.283630111487582e-05,0.012570500373840332,150645,72.55780029296875,72.45390319824219,3.8799099922180176,1.0,1.3432999849319458,1.1716500520706177,0.25,25,7540.39990234375,7540.39990234375,5,13,0,0,0,0,0.9501699805259705,0.9003409743309021,0,0,0.6616129875183105,2,11397,5348,5348,1.8237500190734863,1.8237500190734863,0,cage10.mtx,-4995237637647152395
48,93,93,5,0.007795989979058504,0.007610039785504341,0.020194299519062042,785,6.251619815826416,6.230609893798828,0.5121870040893555,1.0,1.3193999528884888,1.1597000360488892,0.25,13,57.0,57.0,5,8,0,0,0,0,0.938414990901947,0.876829981803894,0,0,0.6129029989242554,2,93,46,46,1.6018999814987183,1.6018999814987183,0,cage6.mtx,-7470468102219327268
49,39082,39082,3,2.182420030294452e-05,2.166400008718483e-05,0.01159560028463602,559722,135.18699645996094,135.00999450683594,6.925610065460205,1.0,1.4605900049209595,1.2302900552749634,0.32651299238204956,31,26088.400390625,26088.400390625,3,14,0,0,0,0,0.9512050151824951,0.9024109840393066,0,0,0.6675289869308472,2,39082,17946,17946,1.8651399612426758,1.8651399612426758,0,cage11.mtx,-295222915865460071
50,37,37,3,0.017308000475168228,0.017255200073122978,0.025516800582408905,233,3.870680093765259,3.8316500186920166,0.5482969880104065,1.0,1.6733100414276123,1.3366600275039673,0.4000000059604645,10,21.399999618530273,21.399999618530273,3,6,0,0,0,0,0.9173889756202698,0.8347790241241455,0,0,0.5783780217170715,2,37,23,23,1.5227199792861938,1.5227199792861938,0,cage5.mtx,-1305008057839197803
51,7500,7500,1,680836988928.0,774021971968.0,0.0,28462,158802000.0,112290000.0,112290000.0,128724000.0,108350000.0,64364900.0,64364900.0,6,0.0,0.0,1,3,0,0,0,0,0.5,2.4865500769521987e-09,0,0,0.0,0,0,7025,2666,4.530280113220215,6.57850980758667,0,fd12.mtx,4867223715009962524
52,7500,7500,1,1368710053888.0,713264005120.0,0.0,283992,196776000.0,139140992.0,139140992.0,106753000.0,334828992.0,167414000.0,167414000.0,72,0.0,0.0,1,37,0,0,0,0,0.5000010132789612,1.0841499715752434e-06,0,0,0.0,0,0,7025,3197,5.777979850769043,9.833279609680176,0,sinc12.mtx,-3238930587387508668
53,16428,16428,1,27542599761920.0,14952199880704.0,0.0,948696,1398550016.0,988921984.0,988921984.0,758857984.0,2417240064.0,1208620032.0,1208620032.0,108,0.0,0.0,1,57,0,0,0,0,0.5,4.2119799559259263e-07,0,0,0.0,0,0,15713,6953,6.7420501708984375,10.74779987335205,0,sinc18.mtx,7611952804885116975
54,11532,11532,1,3497259958272.0,4045749878784.0,0.0,44206,457184992.0,323279008.0,323279008.0,366870016.0,304504992.0,183443008.0,183443008.0,6,0.0,0.0,1,3,0,0,0,0,0.5,-2.41140007267715e-13,0,0,0.0,0,0,10937,4052,4.933310031890869,7.0272698402404785,0,fd15.mtx,-713565718223030627
55,16428,16428,1,15419100364800.0,18093199851520.0,0.0,63406,1170889984.0,827942976.0,827942976.0,929504000.0,763132032.0,464772000.0,464772000.0,6,0.0,0.0,1,3,0,0,0,0,0.5,5.352390080627656e-13,0,0,0.0,0,0,15713,5726,5.294549942016602,7.4262800216674805,0,fd18.mtx,-94181864923135770
56,11532,11532,1,6568849965056.0,3494090113024.0,0.0,551184,554179968.0,391864992.0,391864992.0,300496992.0,953208000.0,476604000.0,476604000.0,90,0.0,0.0,1,47,0,0,0,0,0.5,4.419999868332525e-07,0,0,0.0,0,0,10937,4895,6.291500091552734,10.318400382995605,0,sinc15.mtx,-7905115021493741171
57,2597,2597,1,0.43568798899650574,0.2953450083732605,10.17140007019043,71601,479.2770080566406,297.7090148925781,375.60101318359375,62.812801361083984,68.71720123291016,34.710601806640625,51.4922981262207,62,10472.5,10477.0,1,27,241,0,0,0,0.6625720262527466,0.3251430094242096,0,0,4.034279823303223,3,1923,252,252,18.41860008239746,18.425899505615234,0,cavity15.mtx,3159803400419684141
58,4562,4562,1,0.09385599941015244,0.060743298381567,9.753569602966309,131735,459.1610107421875,390.9729919433594,240.76699829101562,36.813499450683594,41.51340103149414,24.09149932861328,27.208499908447266,62,18760.5,18760.5,1,28,321,0,0,0,0.7708820104598999,0.5417649745941162,0,0,4.112329959869385,1,3363,327,327,18.469499588012695,18.469499588012695,0,cavity23.mtx,4498267195884890041
59,1182,1182,6,0.43686699867248535,0.2764450013637543,10.139399528503418,32702,239.76199340820312,194.97900390625,139.531005859375,46.90039825439453,45.986000061035156,32.6411018371582,31.44729995727539,62,4584.47021484375,4584.47021484375,6,27,0,0,0,0,0.7299529910087585,0.45990699529647827,0,0,3.878570079803467,1,883,177,177,18.766199111938477,18.766199111938477,0,cavity07.mtx,4164665878214542986
60,2597,2597,8,0.1157199963927269,0.07928059995174408,9.829230308532715,76258,321.1409912109375,292.010009765625,133.64599609375,37.07379913330078,34.104698181152344,26.255699157714844,22.897199630737305,62,10472.5,10472.5,8,29,0,0,0,0,0.8049749732017517,0.6099500060081482,0,0,4.032519817352295,1,1923,252,252,18.338199615478516,18.338199615478516,0,cavity12.mtx,-2180991811755803290
61,2597,2597,8,0.30612900853157043,0.21097999811172485,10.012499809265137,76258,415.2170104980469,296.3479919433594,290.83099365234375,58.65650177001953,57.476898193359375,38.955501556396484,43.39469909667969,62,10472.5,10472.7001953125,8,29,0,0,0,0,0.6912630200386047,0.3825249969959259,0,0,4.03262996673584,3,1923,252,252,18.33769989013672,18.346200942993164,0,cavity14.mtx,-5637122705654081435
62,2597,2597,1,0.19907599687576294,0.12102100253105164,9.901029586791992,71601,358.9159851074219,292.62298583984375,207.8280029296875,39.696800231933594,45.95610046386719,25.799100875854492,29.68939971923828,62,10472.5,10472.5,1,27,241,0,0,0,0.7467420101165771,0.4934839904308319,0,0,4.032519817352295,1,1923,252,252,18.33810043334961,18.33810043334961,0,cavity13.mtx,-9072174020488420306
63,317,317,1,1.6292699575424194,0.9005089998245239,10.728599548339844,5923,118.11499786376953,95.47090148925781,69.5438003540039,37.51810073852539,46.27479934692383,25.859500885009766,26.514799118041992,62,1096.469970703125,1096.469970703125,1,18,81,0,0,0,0.7303860187530518,0.4607729911804199,0,0,3.458889961242676,1,243,102,102,17.53219985961914,17.53219985961914,0,cavity02.mtx,-8779016579096539387
64,1182,1182,6,0.07458040118217468,0.07458040118217468,9.893500328063965,32632,192.27999877929688,191.63400268554688,15.750800132751465,18.933300018310547,18.933300018310547,18.84440040588379,3.15556001663208,62,4584.47021484375,4584.47021484375,6,27,0,0,0,0,0.9657589793205261,0.931518018245697,0,0,3.878570079803467,1,883,177,177,18.766199111938477,18.766199111938477,0,cavity05.mtx,-6247266223526205102
65,1182,1182,1,0.18365299701690674,0.12235800176858902,9.947529792785645,29675,201.29800415039062,191.64700317382812,61.58140182495117,25.412599563598633,28.138500213623047,20.44770050048828,14.616700172424316,62,4584.47021484375,4584.47021484375,1,25,161,0,0,0,0.8604329824447632,0.7208660244941711,0,0,3.878570079803467,1,883,177,177,18.65130043029785,18.65130043029785,0,cavity06.mtx,3760288406408334240
66,317,317,1,10.183199882507324,9.77556037902832,23.87350082397461,5923,351.33099365234375,139.5800018310547,322.4150085449219,116.66899871826172,125.16100311279297,55.12839889526367,102.84500122070312,62,1096.469970703125,1179.719970703125,1,18,81,0,0,0,0.5730289816856384,0.14605799317359924,0,0,3.7215099334716797,3,243,102,102,18.046199798583984,17.910999298095703,0,cavity04.mtx,3815380441067192992
67,4562,4562,7,0.11331900209188461,0.0741519033908844,9.772529602050781,138040,482.5150146484375,392.6679992675781,280.4159851074219,46.797698974609375,45.927101135253906,32.63240051269531,33.8656005859375,62,18760.5,18760.5,7,30,0,0,0,0,0.7421749830245972,0.48434901237487793,0,0,4.112329959869385,1,3363,327,327,18.468700408935547,18.468700408935547,0,cavity24.mtx,-5981698053606033369
68,4562,4562,7,0.0475430004298687,0.035079099237918854,9.714380264282227,138040,412.5950012207031,390.5050048828125,133.1929931640625,32.06829833984375,28.038400650024414,23.163999557495117,18.53619956970215,62,18760.5,18760.5,7,30,0,0,0,0,0.8487210273742676,0.6974419951438904,0,0,4.112329959869385,1,3363,327,327,18.47130012512207,18.47130012512207,0,cavity20.mtx,-2954315861423169399
69,4562,4562,1,0.03640120103955269,0.027685100212693214,9.70654010772705,131735,401.1940002441406,389.531005859375,96.02940368652344,24.050500869750977,24.40730094909668,19.78339958190918,12.604100227355957,62,18760.5,18760.5,1,28,321,0,0,0,0.8932639956474304,0.7865269780158997,0,0,4.112329959869385,1,3363,327,327,18.471599578857422,18.471599578857422,0,cavity19.mtx,-4451346120190073938
70,1182,1182,1,0.8052350282669067,0.5212460160255432,10.522100448608398,29675,300.4230041503906,197.74600219726562,226.16400146484375,56.33409881591797,63.01969909667969,32.457801818847656,45.450801849365234,62,4584.47021484375,4586.75,1,25,161,0,0,0,0.6709709763526917,0.3419420123100281,0,0,3.880500078201294,3,883,177,177,18.669300079345703,18.669300079345703,0,cavity08.mtx,-2738027738503905681
71,4562,4562,7,0.027588799595832825,0.024487800896167755,9.701020240783691,138040,395.57501220703125,390.02801513671875,66.01090240478516,24.761999130249023,22.2947998046875,19.829200744628906,10.40149974822998,62,18760.5,18760.5,7,30,0,0,0,0,0.9186030030250549,0.8372049927711487,0,0,4.112329959869385,1,3363,327,327,18.471799850463867,18.471799850463867,0,cavity18.mtx,2366580841865382581
